FECHA,Suma_FOB_miles
01-Jan-22,19.47
01-Jan-21,9.75
01-Jan-20,14.91
01-Jan-19,10.31
01-Jan-18,8.55
01-Jan-17,7.67
01-Jan-16,48.13
01-Jan-15,40.5
01-Jan-14,45.76
01-Jan-13,10.35
01-Jan-12,28.91
01-Jan-11,42.02
01-Jan-10,31.63
01-Jan-09,35.75
01-Jan-08,25.3
01-Jan-07,21.08
01-Jan-06,23.25
01-Jan-05,17.35
01-Jan-04,21.26
01-Jan-03,18.19
01-Jan-02,16.91
01-Jan-01,20.82
