Anio,Mes,FECHA,Pais_Destino,Prod_Principal,TRADICIONAL_Y_NO_TRAD,Codigo_Subpartida, Suma_FOB_miles ,Suma_TM_Peso_Neto
2019,7,2019/07/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$1,846,622,296.00",3841577297
2019,7,2019/07/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$141,020,534.00",210924037
2019,8,2019/08/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$1,170,929,319.00",1850245487
2019,8,2019/08/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$1,432,622,199.00",3053853246
2019,8,2019/08/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$1,191,914,368.00",2013570267
2019,9,2019/09/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$956,120,068.00",1504648703
2019,9,2019/09/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$800,810,955.00",1628045997
2019,9,2019/09/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$726,947,588.00",1203469723
2019,10,2019/10/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$992,105,528.00",1567434274
2019,10,2019/10/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$997,852,434.00",2144770352
2019,10,2019/10/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$776,266,443.00",1317698198
2019,11,2019/11/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$1,030,765,718.00",1730969047
2019,11,2019/11/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$1,303,361,851.00",2862670435
2019,11,2019/11/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$821,082,217.00",1422784540
2019,12,2019/12/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$1,656,435,938.00",1513804360
2019,12,2019/12/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$1,687,835,644.00",3428131957
2019,12,2019/12/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$1,088,542,180.00",2256534629
2018,1,2018/01/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$855,415,055.00",1481922782
2018,1,2018/01/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$2,960,034,733.00",5207454001
2018,1,2018/01/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$697,200,272.00",1135275892
2018,1,2018/01/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901900,"$1,537,920.00",3552388
2018,2,2018/02/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$927,854,871.00",1508076772
2018,2,2018/02/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$2,402,419,516.00",4602394699
2018,2,2018/02/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$128,957,057.00",224293848
2018,3,2018/03/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$1,005,619,300.00",1685943839
2018,3,2018/03/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$1,557,720,798.00",3222361019
2018,3,2018/03/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$1,148,556,678.00",1908352687
2018,3,2018/03/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901900,"$18,455,040.00",42628651
2018,4,2018/04/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$1,239,004,289.00",1823646403
2018,4,2018/04/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$1,462,626,511.00",2700688386
2018,4,2018/04/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$1,229,828,832.00",1970487386
2018,5,2018/05/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$1,236,108,859.00",2052916172
2018,5,2018/05/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$1,650,087,319.00",3355601236
2018,5,2018/05/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$58,591,623.00",65759254
2018,5,2018/05/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901900,"$865,080.00",2052000
2018,6,2018/06/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$1,110,921,171.00",1813920052
2018,6,2018/06/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$2,000,870,981.00",4026603901
2018,6,2018/06/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$167,101,948.00",234852772
2018,6,2018/06/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901900,"$1,653,480.00",4506650
2018,7,2018/07/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$944,382,543.00",1529512574
2018,7,2018/07/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$1,967,062,917.00",4229404728
2018,7,2018/07/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$976,967,821.00",1601835964
2018,7,2018/07/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901900,"$788,400.00",2454545
2018,8,2018/08/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$994,942,445.00",1634449609
2018,8,2018/08/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$1,549,637,873.00",3226440999
