FECHA,Suma_FOB_miles
01-ene-22,19.47
01-ene-21,9.75
01-ene-20,14.91
01-ene-19,10.31
01-ene-18,8.55
01-ene-17,7.67
01-ene-16,48.13
01-ene-15,40.50
01-ene-14,45.76
01-ene-13,10.35
01-ene-12,28.91
01-ene-11,42.02
01-ene-10,31.63
01-ene-09,35.75
01-ene-08,25.30
01-ene-07,21.08
01-ene-06,23.25
01-ene-05,17.35
01-ene-04,21.26
01-ene-03,18.19
01-ene-02,16.91
01-ene-01,20.82
